place_name,District,Timespan,Review,category,eco_score,cultural_score,vendor_count,local_empowerment_index,accessibility_score,crowd_level,danger_level,latitude,longitude
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,beautiful place plants trees useful students take one hour ride cant use personal vehicles,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,one best sri lanka nice place visit,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,best must visit use cart afford price pretty big mostly plants available friendly staff,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,superb find could believe place really nice many trees watch must try fix date visit better get electric car,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,beautiful place visit well maintained different dry zone sri lanka,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,one best place visit sri lanka one dry zone well maintained helpful staff adults ticket rent electric cart travel around park cost around,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,insightful relaxing place spend day parts development might take years grow expected great experience,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,fan visiting yes second largest,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,hold place among first dry zone sri lanka largest number state leaders planted trees time command contain largest pathway made,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,accidentally visited place pretty nice located road easy find,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,place interested dry zone flora advised visit either early morning evening due sunny weather throughout year,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,place spend time traveling doesn't much time limited time tour guide otherwise spend much time,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 months ago,area experience similar going even guide provide detailed knowledge,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,place visit specially lot learn much thought put educate children,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,impressive work friendly staff good guidance doesn't missing acres beauty,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,7 months ago,friendly staff entrance per person locals electric vehicle person family electric vesical people better hire vehicle large area cant,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,must go place sri lanka first one botanical designed planed sri banians without involvement yes old growing trees contain thousand dry zone trees area aches,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,great place love nature normal hot walk overall visiting paths,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,first sri banians dry zone nice location great place visit,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,2 years ago,beautiful place best organized sri lanka,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,6 months ago,beautiful place visitors visit early hours late wear hats also cooling temperature unbearable hire carte driving companion friendly explained us every small place visit,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,sri lanka large area contains wide variety drone plants,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,best place visit completely time though planting new plants trees make biggest sri lanka,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,9 months ago,first ever established sri lanka government brutish era extent acres land lot plants specifically grow dry zone found electric buggy carts separately booked people like walk hot area,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,10 months ago,one best attractions area easy access plenty free parking,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,beautiful dry zone,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,11 months ago,first dry zone sri lanka walk take electric vehicle additional charge travel around well maintained many kind plants trees watch take electric,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,must visit prices electric car rides go evening,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,9 months ago,beautiful acre hidden away place visit staff friendly book buggy ride tour guide gives full coverage explains trees,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,cant believe many plants dry zone plants protected place beauty appearance loved visiting beautiful staff kind informative,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,beautiful place ample parking loving concept lot,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,biggest dry zone car area,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,super place must visit one,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,2 years ago,experience green superb customer service highly recommended place,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,nice place observe uncommon flora,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,one dry zone around acres area,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,2 years ago,place visited finders scenic,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,8 months ago,naturalists normal tourists found bad far halala charge entrance fee main issue large surface paper,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,2 years ago,go love important place go,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,place see attractive plants collection country,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 months ago,nice place great service nature lover visit place really work,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,2 months ago,recommended place visit family members friends vacation useful traveling battery car,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,6 years ago,good place doesn't forget book electric car ride,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,6 months ago,read web must go explore passed seems less visitors may due remote location far  away main cities must go place educational purposes especially children,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,nice place great collection plants tickets reasonably priced,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,beautiful also research friendly botany students,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,9 months ago,nice drive around park guide place development beware leaving case could find transport back ask people call driver,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,must go place visiting great collection plants,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,one five sri lanka,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,great experience informative tour great guide,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,10 months ago,staff supportive members including eagerly visit arrived entrance tickets arrival better time arrival facility season least recommended visiting time,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,2 years ago,area walk see provide buggy service entrance many things tree lovers,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,6 months ago,largest sri lanka beautiful ever saw,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,8 months ago,many things see since large area best take vehicle provided company number vehicles limited flower dry hot weather,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 weeks ago,booking really us doesn't know speak,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,everybody see learn dry zone area perfect place clean also little bit wild birds monkeys,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,impressed keep good work hope visit must get one shuttle service willing cover whole park,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 weeks ago,highly disappointed officer charge security counter recommended,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,9 months ago,good place photo shoot,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,6 months ago,everyone visit place family tip use buggy service travel group,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,beautifully every one visit,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 months ago,beautiful well maintained better go morning evening walk around heat area cover,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,see dry zonal plants well maintained place spreader across acres constructed choose walk might take hours complete total area option hire,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,2 years ago,nature anyone spend whole day without worrying love nature,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,nice sri banians arrangement organized,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,beautiful place developing stage,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,amercing go visit spend time place cant believe,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,great place explore nature place visit,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,beautiful calm place,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,7 months ago,really nice place visit area consist cactus superb must experience,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,minimum number staff maintains good condition calm crowded whole acres self wish bigger plant selling point including cactus,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,informative nice collection cacti,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,great place see different kinds plants flowers,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,11 months ago,flowers victoria land useful got establish research center immediate work foot bicycle rental service bring income,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,great place visit would highly recommend stopping paying visit way difficult maintain property like people visiting,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,6 years ago,beautiful place growing,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,large scale parking facilities available wheel accessible vehicle facilities available demand roam around throwing trace strictly prohibited,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,friendly staff get electric cart ride around crowd grooming phase changed next years good anyone loves flowers trees,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,absolutely beautiful creature dry zone,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,one ,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,10 months ago,one five sri lanka land covered thorny shrubs lands allocated purpose three water tanks named weka,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,place lots varieties trees arranged manner good educational value around acres go around battery car reasonable price one hour tour,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,wow many beautiful trees,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,2 years ago,nice place go visit spend couple hours early morning evening much recommended hire electric vehicle make tour almost hour us driven around,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,one best,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,better get electric car service trail around nicely done developed,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,useful experience places everything,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,2 years ago,beautiful many things see several tracks one type tree either side tamarind tree track tree track india willow track et artificially maintained wet zone,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,whoop best garden sri lanka,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,attractive place well maintained clean place need hire cart go around due hot climate area however carts available long hour get turn,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,6 years ago,dry zone largest sri lanka conceptualized designed built operated totally sri lanka park years old park area approve acres present,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,8 months ago,dry zone sri maintained clean place,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,measure place entrance go inside see miracle,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,make sure take guided tour cart doesn't lot time spend mid sized bus tour groups costs rupees per tour lasts hour guides park employees,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,2 years ago,different kind halala beautiful dry zone scenery better take go cart visiting mid day difficult walk around far,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,must visit place tour guides great,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,good one mid year superb visit,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,2 years ago,nice place studying dry zone sri lanka consists large variety plants landscaped nicely quite dry sunny ample parking space ticket lar per person hire electric cart go around park charge ticket comes guide well,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,2 years ago,stopped spend time go destination really impressed time relaxing full green fresh small feeling maintaining well,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,beautiful lots plants,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,6 years ago,nice place visit family,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,one best place see dry zone floral,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,2 years ago,attractive place visit district first established dry zone sri lanka area acres better use electric car visit,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,largest sri provide car explore instructor,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,perfect place see plants,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,beautiful place visit,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,poorly maintained place sad great place let decay deliberately,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,nice place though areas development best way travel electric car accommodate people guides informative provide good service cactus home really nice many,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,vital worth location sri lanka map one hour drive electric vehicle driver cut guide visitors otherwise visitors walk around park could,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,well planned beautiful unlike halala would doesn't attempt exploring unless cart take us degrees day went really difficult get cart mostly unhelpful front,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,bus tour park largest sri lanka many flowers plants trees,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,2 years ago,situated right expressway interchange entrance road great place family trip calm quite place lot beautiful scenarios would take lease hours walk avenues inside,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,one beautiful,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,beautiful,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,better take sunny,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,great collection dry zone plants big time heat weather prefer hire electric vehicle offered park sweater vehicle,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,nice place visit good variety trees plants place acres area different types plant cactus zone wet zone plant area many good place visit nature lovers special,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 months ago,best place relax,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,dry zone visited august time plants brown may dry season better visit wet season full peacocks see several types birds near lakes need stay calm,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,6 years ago,say difficult cover trail foot hot condition climate nearly arid park offers electric cabby rides well trained guide personnel much,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,nice place lots birds,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,alone place weekdays better take cart rather walking along afternoon maintenance poor car parking spaces available facilities inadequate,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,place recommended one friends time never heard hired cart service guide service one top attractions area seems,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,could say largest half development trees years age cultivated plan lots trees dry zone well thumbs effort keep,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,largest sri lanka lots things see worth trip extremely difficult heat even morning total commute close bare walk,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,good place study plant trees mostly dry zone guide electric vehicle walk around loan calm place stay long period like hours release,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,2 years ago,recommend relaxing time hot weather hire electric car buy tickets pax  pax electric car,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,9 months ago,good concept need attract visitors publishing get local tourist increase income place,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,significant thinking investment effort building place created income jobs area however sad see process carts maintained drivers,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,worth visit bit tough due extreme dry weather hard believe place exists dry zone sri lanka,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,beautiful nice clean place go every one take electric car see places otherwise possible per cart drivers explain everything including value plants otherwise everything plants us,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,2 years ago,must visit place largest botanical great experience friendly educated staff valuable place even walk park see park need pay cart,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,beautiful according even though less flowers soon calm,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,one  dry zone sri lanka mostly dry zone plants staff grow wet zone plants either aid wet areas,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,like see plants varieties dry zone see thousands people come weather plants flowers cart rent drive period time inside place must visit least,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,6 months ago,wow beautiful location love place friendly,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,proper arrangements internal transport allowed vehicles need vacant existing one rent attractive drive fee large walk,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,put attention proper maintenance increase number vehicles provide visitor rides within park vehicle also drivers provided enough knowledge teach riders,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,2 years ago,responses staff doesn't proper fee safari travel well tend charge fee staff treating way therefore embarrassed well really responses,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 weeks ago,ticket agent piece work,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,7 years ago,worth visiting proof children eyes concession rates visit eased hired battery carts people usually cover place,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,went beautiful place must visit family friends need hire cart go around park good love study plants trees dry zone,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,absolutely feat dry zone cart must since park acres planning gone astounding,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,great place visit well maintained many plants visit staff guides helpful,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,6 months ago,nice place different types cactus plants,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,looked lush tough climate management electric carts somewhat insufficient numbers beautiful place little,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,8 months ago,suitable central province people exact dry zone proper place,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,5 years ago,nice must visit place even dry difficult weather maintain well may feel like wet zone easy access main road plant center also dry zone plants place crowded,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,sri lanka first dry zone acres lanes names trees one interesting path  contain pillow trees length trees,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,3 years ago,good place visit,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,4 years ago,best place dry zone plants sri lanka,,,,,,,,,,
"dry zone botanic gardens, hambantota",Hambantota,a year ago,dry zone dog first sri lanka designed local experts first created established years ago dry zone,,,,,,,,,,
flamingos safari tours,Hambantota,5 years ago,priced charged lar safari cut short concession offered guide enquired guide joined way customer uneasy situation recommended use choice need make sure terms conditions,,,,,,,,,,
flamingos safari tours,Hambantota,3 years ago,highly recommended jeep safari service could able see leopard first safari tour,,,,,,,,,,
flamingos safari tours,Hambantota,3 years ago,good safari jeep service lucky enough see leopard highly recommended,,,,,,,,,,
flamingos safari tours,Hambantota,3 years ago,safari jeep service able get lot experience wild animals like never recommend good safari jeep service,,,,,,,,,,
flamingos safari tours,Hambantota,3 years ago,went gala safari last week tour,,,,,,,,,,
flamingos safari tours,Hambantota,3 years ago,services friendly super us,,,,,,,,,,
flamingos safari tours,Hambantota,a year ago,time gala park saw elephants leopards wild boars crocodiles thank welcome,,,,,,,,,,
flamingos safari tours,Hambantota,3 years ago,safe reliable service,,,,,,,,,,
hambantota beach children park,Hambantota,6 years ago,amusing place see beach playing bat waves beach could see fish man tabour,,,,,,,,,,
hambantota beach children park,Hambantota,4 years ago,good please,,,,,,,,,,
hambantota beach children park,Hambantota,2 years ago,beautiful place,,,,,,,,,,
hambantota beach children park,Hambantota,4 years ago,lovely scenery,,,,,,,,,,
hambantota beach children park,Hambantota,4 years ago,clean place,,,,,,,,,,
hambantota beach children park,Hambantota,4 years ago,good place needs lot improvement poorly maintained,,,,,,,,,,
hambantota beach children park,Hambantota,4 years ago,nice place bring sunny time,,,,,,,,,,
hambantota beach children park,Hambantota,5 years ago,nice place relaxed beautiful area,,,,,,,,,,
hambantota beach children park,Hambantota,6 years ago,good need improvements,,,,,,,,,,
hambantota beach children park,Hambantota,4 years ago,park near beach nice beach,,,,,,,,,,
hambantota beach children park,Hambantota,2 years ago,friend,,,,,,,,,,
hambantota beach children park,Hambantota,4 years ago,good place families,,,,,,,,,,
hambantota beach children park,Hambantota,5 years ago,lovely place nearby sea,,,,,,,,,,
hambantota beach children park,Hambantota,5 years ago,great place play,,,,,,,,,,
hambantota beach children park,Hambantota,5 years ago,good place relaxing,,,,,,,,,,
hambantota beach children park,Hambantota,4 years ago,nice place,,,,,,,,,,
hambantota beach children park,Hambantota,5 years ago,need develop,,,,,,,,,,
hambantota beach children park,Hambantota,a year ago,beach experience,,,,,,,,,,
hambantota beach children park,Hambantota,6 years ago,good place children,,,,,,,,,,
hambantota beach children park,Hambantota,6 years ago,improve lot,,,,,,,,,,
hambantota beach children park,Hambantota,4 years ago,somewhat good,,,,,,,,,,
hambantota beach children park,Hambantota,4 years ago,nice,,,,,,,,,,
hambantota beach children park,Hambantota,3 years ago,nice see,,,,,,,,,,
hambantota beach children park,Hambantota,5 years ago,nice place,,,,,,,,,,
hambantota beach children park,Hambantota,5 years ago,good,,,,,,,,,,
hambantota beach children park,Hambantota,4 years ago,well,,,,,,,,,,
hambantota beach children park,Hambantota,6 years ago,good,,,,,,,,,,
hambantota beach,Hambantota,10 months ago,beach nth place beaches sri lanka region away center city colombo one beaches settlement center beach located urban area coastline water golden sand doesn't need special shoes sharpness entering water quite normal beach suitable different categories people lonely relaxation getaway lovers et partially crowded high season beach coast free beach following amenities beach restaurant addition swimming sunbathing also take part activities beach easily accessible located close road parking located directly beach  sunny coast within settlement difficult get stay located far beach reach walking case tied finding parking public transport traveling car use navigator case forget availability public transport taxis,,,,,,,,,,
hambantota beach,Hambantota,a month ago,neat calm nice place relax crowds even beach football also,,,,,,,,,,
hambantota beach,Hambantota,2 weeks ago,beautiful attractive face,,,,,,,,,,
hambantota beach,Hambantota,2 weeks ago,beautiful clean beach,,,,,,,,,,
hambantota beach,Hambantota,8 months ago,tell beach  parking available children park also,,,,,,,,,,
hambantota beach,Hambantota,a month ago,beach park seems like good place bath also clean water wash safe free parking,,,,,,,,,,
hambantota beach,Hambantota,a year ago,beautiful place children park free parking,,,,,,,,,,
hambantota beach,Hambantota,3 years ago,bath tabour area bath toilet facilities available,,,,,,,,,,
hambantota beach,Hambantota,2 months ago,smooth good scenery,,,,,,,,,,
hambantota beach,Hambantota,a year ago,beach scenic area ample parking available well however highly recommended get sea bathing strong however merchants around area would see,,,,,,,,,,
hambantota beach,Hambantota,5 months ago,nice place need,,,,,,,,,,
hambantota beach,Hambantota,4 months ago,nice view place,,,,,,,,,,
hambantota beach,Hambantota,a year ago,long beach pollution get one place fresh highly recommended beach long beach silver sands,,,,,,,,,,
hambantota beach,Hambantota,2 years ago,lovely beach evening walk great swimming sea baths,,,,,,,,,,
hambantota beach,Hambantota,4 months ago,clean beautiful,,,,,,,,,,
hambantota beach,Hambantota,4 years ago,nice place spend evening free time whole family,,,,,,,,,,
hambantota beach,Hambantota,a year ago,love beach,,,,,,,,,,
hambantota beach,Hambantota,7 months ago,nice location beautiful beech,,,,,,,,,,
hambantota beach,Hambantota,3 years ago,good time rest reading book hot day,,,,,,,,,,
hambantota beach,Hambantota,2 years ago,place view,,,,,,,,,,
hambantota beach,Hambantota,a month ago,relaxing place,,,,,,,,,,
hambantota beach,Hambantota,3 years ago,u see fishing place,,,,,,,,,,
hambantota beach,Hambantota,6 months ago,clean,,,,,,,,,,
hambantota beach,Hambantota,a year ago,good place relax,,,,,,,,,,
hambantota beach,Hambantota,4 years ago,nice ply,,,,,,,,,,
hambantota beach,Hambantota,4 years ago,nice place,,,,,,,,,,
hambantota beach,Hambantota,a year ago,beautiful,,,,,,,,,,
hambantota beach,Hambantota,2 years ago,please clean,,,,,,,,,,
hambantota beach,Hambantota,4 years ago,good place children,,,,,,,,,,
hambantota beach,Hambantota,8 months ago,good place,,,,,,,,,,
hambantota beach,Hambantota,4 years ago,nice beach town,,,,,,,,,,
hambantota beach,Hambantota,a year ago,clean,,,,,,,,,,
hambantota beach,Hambantota,4 years ago,nice place,,,,,,,,,,
hambantota beach,Hambantota,4 years ago,good,,,,,,,,,,
hambantota port view,Hambantota,2 years ago,beautiful port located southern good number wildlife around port developed slowly port generally clean staff well equipped,,,,,,,,,,
hambantota port view,Hambantota,4 weeks ago,grace shell opening scanning,,,,,,,,,,
hambantota port view,Hambantota,a year ago,good port next years part sri lanka chines used propose military anything,,,,,,,,,,
hambantota port view,Hambantota,a year ago,port leased china life time period years due paying chines loan required time,,,,,,,,,,
hambantota port view,Hambantota,3 years ago,nice place three many vessel colombo port size port big,,,,,,,,,,
hambantota port view,Hambantota,5 years ago,bunch vehicles cleared port big crane deep sea,,,,,,,,,,
hambantota port view,Hambantota,2 years ago,great view point,,,,,,,,,,
hambantota port view,Hambantota,a year ago,bankrupt port debt trap,,,,,,,,,,
hambantota port view,Hambantota,2 years ago,developing place great investment,,,,,,,,,,
hambantota port view,Hambantota,a year ago,bad port,,,,,,,,,,
hambantota port view,Hambantota,a year ago,already know recent history place,,,,,,,,,,
hambantota port view,Hambantota,a year ago,china debt trap,,,,,,,,,,
hambantota port view,Hambantota,a year ago,chines trap,,,,,,,,,,
hambantota port view,Hambantota,a year ago,chines port,,,,,,,,,,
hambantota port view,Hambantota,5 years ago,fabulous,,,,,,,,,,
hambantota port view,Hambantota,6 years ago,nothing special,,,,,,,,,,
hambantota port view,Hambantota,a year ago,chines colony,,,,,,,,,,
hambantota port view,Hambantota,2 weeks ago,colony next years may never return sri lanka,,,,,,,,,,
hambantota port view,Hambantota,5 years ago,free nice view,,,,,,,,,,
k & r tours hambantota,Hambantota,2 months ago,contacted website day trip came cornelian reached vehicle ready port vehicle tour quite suggest trip,,,,,,,,,,
k & r tours hambantota,Hambantota,2 months ago,hospitality well designed affordable prices arrangements done well advance,,,,,,,,,,
k & r tours hambantota,Hambantota,4 months ago,tours highly recommending professional tour guys port tour guide thank see,,,,,,,,,,
k & r tours hambantota,Hambantota,7 months ago,good,,,,,,,,,,
k & r tours hambantota,Hambantota,9 months ago,good experience,,,,,,,,,,
k & r tours hambantota,Hambantota,9 months ago,beautiful places,,,,,,,,,,
mirissa beach,Hambantota,a month ago,sri lanka southeast coast small yet town kinda 'll find kinda beach visit comparatively calm beach may expect see choppy waters rock boulders views,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,4 months ago,one famous beach temple fishing harbor south suitable bathing swimming strictly keep mind allowed area well crowded soya days,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,3 weeks ago,beach quite different southern beaches due presence rocky coastline kinda town area,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,2 months ago,quite calm place crowded peaceful area beautiful area,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
